name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude
Conceitto Odontologia,"R. xv de Novembro, 2381 - Centro, Campo Largo - PR, 83601-030",instagram.com,(41) 3292-5821,,4.5,-25.460496,-49.5624104
Reali Clínica Avançada,"R. Des. Clotário Portugal, n° 810 - Centro, Campo Largo - PR, 83601-320",realiodontologia.com.br,(41) 99116-0320,,4.9,-25.460496,-49.5624104
Clínica Ortofix - Odontologia Especializada,"Av. Des. Clotário Portugal, 899 - sala 05 - Centro, Campo Largo - PR, 83601-320",instagram.com,(41) 3032-1006,,4.9,-25.460496,-49.5624104
Clínica Odontológica Gisele Torres,"Av. Porcelana, 477 - Vila Itaqui, Campo Largo - PR, 83604-200",,(41) 3399-3103,,4.3,-25.4648983,-49.6090532
Ortodontia Campo Largo Ideal Clin odontologia,"Novo What - Rua Engenheiro Tourinho, 91533224, 1099 - s 41 - Centro, Campo Largo - PR, 83607-140",idealclinodontologia.com.br,(41) 3292-3000,,4.6,-25.4587883,-49.5605786
OrthoDontic,"R. Oswaldo Cruz, 1260 - Sobreloja - Centro, Campo Largo - PR, 83601-150",orthodonticbrasil.com.br,(41) 3012-4004,,4.9,-25.4587883,-49.5605786
Consultório Odontológico Dra. Andressa Netzel,"R. Prof. João Batista Vallões, 2175 - Jardim Sao Vicente, Campo Largo - PR, 83602-210",,(41) 99512-5930,,5.0,-25.4587883,-49.5605786
DSP Oral Clinic,"R. Castro Alves, 62 - Vila Bancaria, Campo Largo - PR, 83601-620",,(41) 98481-0747,,5.0,-25.4587883,-49.5605786
"Olicshevis Odontologia - Dentista, emergência 24h","Av. Antônio Munari, 285 - Bom Jesus, Campo Largo - PR, 83601-420",linktr.ee,(41) 98413-7572,,4.9,-25.4587883,-49.5605786
Lanzarini Odontologia,"R. Eng. Tourinho, 1292 - Centro, Campo Largo - PR, 83607-140",odontologialanzarini.com.br,(41) 99619-9946,,5.0,-25.4587883,-49.5605786
Campo Largo Radiologia Odontológica,"R. Xavier da Silva, 780 - Loja 04 - Centro, Campo Largo - PR, 83601-000",rocl.com.br,(41) 3032-4988,,4.8,-25.4587883,-49.5605786
Propst Odontologia - Odontologia,"R. xv de Novembro, 2927 - sobreloja 03 - Centro, Campo Largo - PR, 83601-030",dentistacampolargo.com,(41) 3032-7375,,3.6,-25.4587883,-49.5605786
Dr. Allysson Rossoni | Dentista em Campo Largo,"Av. Des. Clotário Portugal, 899 - sala 05 - Centro, Campo Largo - PR, 83601-320",rotainove.com.br,(41) 98730-2502,,5.0,-25.4587883,-49.5605786
DR AUGUSTO - Dentista em Campo Largo,"R. Centenário, 2006 - Centro, Campo Largo - PR, 83601-000",,(41) 3392-3425,,4.0,-25.4587883,-49.5605786
Dentista Manoela M Carneiro,"R. Mal. Deodoro, 748 - Sala 06 - Centro, Campo Largo - PR, 83601-020",manoelacarneiro.com.br,(41) 99840-0515,,5.0,-25.4587883,-49.5605786
Dra Kelly Prokopowiski Odontologia,"R. Mal. Deodoro, 1509 - Centro, Campo Largo - PR, 83601-020",,(41) 99539-7549,,5.0,-25.4587883,-49.5605786
Clínica odontológica Dra Solange Piasecki,"1450, R. Xavier da Silva, 08 - Centro, Campo Largo - PR, 83601-010",,(41) 3150-3743,,5.0,-25.4587883,-49.5605786
Consultório Odontológico Percival Company,"R. xv de Novembro, 2522 - Centro, Campo Largo - PR, 83601-030",instagram.com,(41) 3393-4212,,4.4,-25.4587883,-49.5605786
Oral Sin Implantes Campo Largo,"R. Xavier da Silva, 1149 - Centro, Campo Largo - PR, 83601-010",,(41) 99992-4840,,4.2,-25.4587883,-49.5605786
Odontologia Dra. Haline Penkal,"R. Mato Grosso, 8190 - 02 - Ferraria, Campo Largo - PR, 83609-800",,(41) 3649-3414,,5.0,-25.4612364,-49.4379154
CONSULTÓRIO DE ODONTOLOGIA,"N°9698 - R. Mato Grosso - Ferraria, Campo Largo - PR, 83608-640",,(41) 98740-8448,,5.0,-25.4612364,-49.4379154
SilClin Odontologia e Estética,"R. Caetano Munhoz da Rocha, 475 - Ouro Verde, Campo Largo - PR, 83606-260",instagram.com,(41) 99894-4720,,5.0,-25.4466932,-49.5672105
Odonto Excellence,"Av. Padre Natal Pigato, 260 - Vila Bancaria, Campo Largo - PR, 83601-630",odontoexcellence.com.br,(41) 99102-3347,,3.1,-25.4466932,-49.5672105
Consultorio Suelen Sezyshta,"R. Retiro São José, 300 - Vila Bancaria, Campo Largo - PR, 83601-450",,(41) 99670-2337,,5.0,-25.4466932,-49.5672105
Dra Dariele Ferreira - Odontopediatria Campo Largo,"R. Monsenhor Aluísio Domanski, 143 - Centro, Campo Largo - PR, 83601-200",,(41) 99599-3354,,5.0,-25.4466932,-49.5672105
ORAL Hartmann Odontologia,"R. Quintino Bocaiúva, 1104 - Centro, Campo Largo - PR, 83601-210",facebook.com,(41) 3032-5010,,4.9,-25.4466932,-49.5672105
Unioralmed Clínica,"Av. Des. Clotário Portugal, 111 - Centro, Campo Largo - PR, 83601-320",,(41) 3393-1469,,4.1,-25.4466932,-49.5672105
Dra Suellen Ferraz Consultório Odontológico,"R. Sete de Setembro, 1217 - Centro, Campo Largo - PR, 83601-170",instagram.com,(41) 99859-8390,,,-25.4466932,-49.5672105
Inthegra Odontologia e bem estar,"R. xv de Novembro, 3180 - Centro, Campo Largo - PR, 83601-030",,(41) 3292-5202,,4.9,-25.4466932,-49.5672105
Consultório Odontológico Dr Gustavo e Fernando S Depieri,"R. Xavier da Silva, 990 - Centro, Campo Largo - PR, 83601-010",,(41) 3292-6547,,2.0,-25.4466932,-49.5672105
Ideal Clin Odontologia,"R. Eng. Tourinho, 1099 - Centro, Campo Largo - PR, 83607-140",,(41) 99153-3224,,5.0,-25.4466932,-49.5672105
Odontologia Bora,"R. Mal. Deodoro, 947 - Centro, Campo Largo - PR, 83601-020",,(41) 3292-1330,,5.0,-25.4466932,-49.5672105
Odontologia Ortobom Campo Largo,"Av: Desembargador Clotário Portugal, 899 - Ed. Antares, Sala 16 - Centro, Campo Largo - PR, 83601-320",,(41) 98738-9922,,5.0,-25.4466932,-49.5672105
"Dra. Monique First, Dentista","R. Dom Pedro II, 1357 - Centro, Campo Largo - PR, 83601-160",doctoralia.com.br,,,5.0,-25.4466932,-49.5672105
Odontologia Torres Andreassa,"R. Pedro Sovierzoski, 478 - Vila Operaria, Campo Largo - PR, 83601-360",,(41) 3032-1022,,5.0,-25.4466932,-49.5672105
Leal Ribeiro Odontologia Especializada,"R. Rodolfo Castagnoli, 1082 - Centro, Campo Largo - PR, 83601-080",,(41) 99660-1213,,5.0,-25.4466932,-49.5672105
Simioni Odontologia,"R. Oswaldo Cruz, 1575 - sala 2 - Centro, Campo Largo - PR, 83601-150",odontologiasimioni.com.br,(41) 98828-6068,,5.0,-25.4466932,-49.5672105
MedVita Saúde Campo Largo - Centro,"R. Xavier da Silva, 1196 - Centro, Campo Largo - PR, 83601-010",medvitasaude.com,(41) 99556-9333,,5.0,-25.4466932,-49.5672105
Sayuri Clínica e Estética Odontológica Ltda.,"Centro, Campo Largo - PR, 83601-200",,,,,-25.4466932,-49.5672105
Bio Doctor S-Centro Odontológico,"Av. Bom Jesus, 123 - Rondinha, Campo Largo - PR, 83600-000",,(41) 3032-7720,,,-25.4466932,-49.5672105
Consultório odontológico,"R. Dom Pedro II, 1559 - Centro, Campo Largo - PR, 83601-160",,,,,-25.4466932,-49.5672105
Oral Odontologia Alcance,"R. Mal. Deodoro, 222 - 2 - Centro, Campo Largo - PR, 83601-020",,(41) 3392-4000,,,-25.4466932,-49.5672105
Dra. Daniele Vitória Portella - Odontopediatria,"R. Sete de Setembro, 1275 - Centro, Campo Largo - PR, 83601-170",,(41) 98771-2372,,5.0,-25.4466932,-49.5672105
Centro de Tratamento de Canal Dra. Monique First,"R. Dom Pedro II, 1357 - Centro, Campo Largo - PR, 83601-160",,(41) 3292-9999,,,-25.4466932,-49.5672105
Consultório Odontológico Dr Ildo Francisco Gozzo,"R. Mal. Deodoro, 66 - Centro, Campo Largo - PR, 83601-020",,(41) 99241-2151,,,-25.4466932,-49.5672105
RODES odontologia,"R. Generoso Marquês, 1493 - Centro, Campo Largo - PR, 83601-050",,(41) 3392-4227,,5.0,-25.4466932,-49.5672105
Consultório Odontológico Germano Weber,"R. Oswaldo Cruz, 1021 - Centro, Campo Largo - PR, 83601-150",,(41) 3392-1094,,,-25.4466932,-49.5672105
Rc Odontologia Integrada,"Av. Ver. Toaldo Túlio, 2660 - Lojas 01 e 02 - São Braz, Curitiba - PR, 82300-332",rcodontologiaintegrada.com.br,(41) 99806-9893,,5.0,-25.4139718,-49.3872947
Dentista Rafaeli Sousa Odontologia e Medicina,"R. Monsenhor Aluísio Domanski, 631 - Centro, Campo Largo - PR, 83601-200",instagram.com,(41) 3810-1707,,,-25.4662701,-49.5627956
Dra Julia Brill - Odontopediatra,"R. Centenário, 2401 - Centro, Campo Largo - PR, 83601-000",instagram.com,(41) 99117-5910,,5.0,-25.4662701,-49.5627956
Dra Janaina Heymovski,"Avenida Vereador Arlindo Chemin 50, sl 111 - Centro, Campo Largo - PR, 83601-070",,(41) 99599-3104,,4.7,-25.4662701,-49.5627956
Brilhe Odontologia,"R. Mal. Deodoro, 80 - Centro, Campo Largo - PR, 83601-020",,(41) 99241-2151,,,-25.4662701,-49.5627956
FC Doctor - Dental Clinical,"Edifício Ilhas Palm - R. Eng. Tourinho, 1091 - Terceiro Andar - sala 303 - Centro, Campo Largo - PR, 83601-190",instagram.com,(41) 3292-2118,,5.0,-25.4662701,-49.5627956
Bio Doctor S-Centro Odontológico,"Av. Ver. Arlíndo Chemim, 1211 - Centro, Campo Largo - PR, 83601-410",,(41) 3032-1620,,,-25.4662701,-49.5627956
Novaklin Odontologia,"R. Monsenhor Aluísio Domanski, 143 - sala 09 - Centro, Campo Largo - PR, 83601-200",,(41) 99127-0253,,,-25.4662701,-49.5627956
CEDAC,"R. Xavier da Silva, 1591 - Centro, Campo Largo - PR, 83601-010",cedaccampolargo.com.br,(41) 3393-3830,,4.1,-25.4662701,-49.5627956
"Global Odonto, Saúde Bucal e Bem Estar","R. Xavier da Silva, 1202 - Centro, Campo Largo - PR, 83601-010",,,,,-25.4662701,-49.5627956
Dr. Phillip Vasconcelos Odontologia,"R. Joaquim Ribas de Andrade - Campo Largo, PR, 83601-100",phillipvasconcelos.com.br,(41) 3032-3110,,,-25.4662701,-49.5627956
Centro Odontológico Campo Magro,"Estr. do Cerne, 18014 - Centro, Campo Magro - PR, 83535-000",instagram.com,(41) 3677-1434,,5.0,-25.3727359,-49.4589195
Odontologia Clínica PM S/S Ltda,"R. Poços de Caldas, 3667 - Jardim Rivabem, Campo Largo - PR, 83605-620",,(41) 3032-2770,,,-25.4444186,-49.5883434
Odontologia Integrativa,"R. Monsenhor Aluísio Domanski, 143 - sala 15 - Centro, Campo Largo - PR, 83601-200",instagram.com,(41) 99161-8262,,,-25.461714,-49.5606915
Consultório Odontológico,"Estr. de Bateias, 292 - Centro, Campo Largo - PR, 83605-342",,(41) 99662-4024,,5.0,-25.365374,-49.5478996
DENTISTAS - ODONTOLOGIA Adultos e Crianças,"R. Xavier da Silva, 1679 - Centro, Campo Largo - PR, 83601-010",,(41) 3292-6754,,5.0,-25.4556725,-49.5696767
Dr. Fábio M. Berté | Implante Dentário Campo Largo,"R. Pedro Sovierzoski, 478 - Vila Operaria, Campo Largo - PR, 83601-360",,(41) 3032-1022,,5.0,-25.4556725,-49.5696767
Clínica Odontológica 19 de Dezembro,"R. Centenário, 2008 - Centro, Campo Largo - PR, 83601-000",,,,,-25.4556725,-49.5696767
Centro de Especialidades Odontológicas (CEO) Dr. Biazio Guarezi Filho,"Av. Ver. Arlíndo Chemim, 70 - Centro, Campo Largo - PR, 83601-070",,(41) 3291-5250,,,-25.4556725,-49.5696767
Clínica Simões Odontologia,"R. Pedro Sovierzoski - Vila Operaria, Campo Largo - PR, 83601-360",,,,,-25.4556725,-49.5696767
Implantodontia no Brasil,"R. Mal. Floriano Peixoto, 303 - Lot. Ouro Verde I, Campo Largo - PR, 83606-200",dspbiomedical.com.br,(41) 3291-2200,,,-25.4556725,-49.5696767
Consultório Odontológico - Dentista em Campo Magro,"R. Silvestre Jarek, 21021 - Sala 06 - Centro, Campo Magro - PR, 83535-000",,(41) 98799-4153,,5.0,-25.3703078,-49.4866078
Odontologia,"R. Xavier da Silva, 1044 - Centro, Campo Largo - PR, 83601-010",,,,,-25.4577711,-49.5637061
Consultório Odontológico - Dra. Aline Lima,"R. Mal. Deodoro, 857 - Centro, Curitiba - PR, 80060-010",,(41) 99694-1635,,5.0,-25.4290153,-49.3005829
Odontologia Dr Jefferson,"R. Xavier da Silva, 1433 - Centro, Campo Largo - PR, 83601-010",,(41) 3392-4164,,4.4,-25.4565008,-49.5672983
Odontologia São Cristóvão,"R. Xavier da Silva, 1705 - Centro, Campo Largo - PR, 83601-010",facebook.com,(41) 99219-2348,,,-25.4565008,-49.5672983
Fisioclass Clínica de Fisioterapia,"R. Prof. João Batista Vallões, 715 - Centro, Campo Largo - PR, 83601-110",fisioclass.com,(41) 99207-3886,,4.4,-25.4565008,-49.5672983
Clínica Odonto Coser,"R. Paulo Alves Pinto, 585 - Centro, Araucária - PR, 83702-240",odontocoser.com.br,(41) 3642-1476,,4.7,-25.5959341,-49.436136
Centro O e Lanzarini,"R. Eng. Tourinho, 1300 - Centro, Campo Largo - PR, 83607-140",,(41) 99619-9946,,,-25.4604186,-49.5615817
Odontologia / Dra. Josi Amadeu / Invisalign doctor,"Edifício Office Life - R. Prof. Pedro Viriato Parigot de Souza, 3901 - Sala 21 - Campo Comprido, Curitiba - PR, 81280-330",odontologiaecoville.com.br,(41) 99229-0957,,4.8,-25.4409985,-49.3819242
Clínica Odontológica Cwb Sorriso,"R. Inácio Lustosa, 101 - São Francisco, Curitiba - PR, 80510-000",cwbsorriso.com.br,(41) 99813-0773,,5.0,-25.4244056,-49.306451
Consultório Odontológico Dra. Mariana Siqueira Pacheco,"R. Lourenço Tuletzki, 17 - Campo Comprido, Curitiba - PR, 81220-160",,(41) 99850-7306,,5.0,-25.4547265,-49.3606965
Dra. Cibele Dallarmi,"R. Eduardo Sprada, 4373 - Campo Comprido, Curitiba - PR, 81270-010",,(41) 3373-2759,,4.8,-25.4462099,-49.3834154
Dra Patricia Urbaneski - Dentista,"R. Albary Pizzatto Ferreira, 400 - Iguaçu, Araucária - PR, 83701-146",,(41) 3031-1358,,5.0,-25.5974445,-49.431018
Dentville Clínica Odontológica,"R. Prof. João Falarz, 1292 - Campo Comprido, Curitiba - PR, 81280-270",dentville.com.br,(41) 3285-8989,,4.8,-25.4401124,-49.38236
Dr. Rodrigo Moreira da Cruz | Especialista em endodontia e Implante dental,"R. Prof. João Falarz, 840 - sala 23 - Campo Comprido, Curitiba - PR, 81280-270",rodrigomoreiracruz.com.br,(41) 99197-7161,,4.3,-25.4401124,-49.38236
Dentista Dra. Fátima Hamerski I Consultório Odontológico,"Av. Ver. Toaldo Túlio, 932 - Santa Felicidade, Curitiba - PR, 82320-010",consultoriodrfatim.wixsite.com,(41) 99526-7486,,5.0,-25.4067063,-49.3730279
Gran Clin | ClÍnica Odontológica - Facetas de Porcelana e Implantes,"Rua: Luiz Tramontin, 2579 - Campo Comprido, Curitiba - PR, 81230-161",,(41) 98752-2880,,4.9,-25.4608947,-49.3810904
Yoshi Yasu Odontologia,"R. xv de Novembro, 1899 - Centro, Campo Largo - PR, 83601-030",,,,,-25.4604306,-49.5624573
