name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude
Dentista Manoela M Carneiro,"R. Mal. Deodoro, 748 - Sala 06 - Centro, Campo Largo - PR, 83601-020",manoelacarneiro.com.br,(41) 99840-0515,,5.0,-25.461133,-50.1041822
Consultorio Suelen Sezyshta,"R. Retiro São José, 300 - Vila Bancaria, Campo Largo - PR, 83601-450",,(41) 99670-2337,,5.0,-25.461133,-50.1041822
ORAL Hartmann Odontologia,"R. Quintino Bocaiúva, 1104 - Centro, Campo Largo - PR, 83601-210",facebook.com,(41) 3032-5010,,4.9,-25.461133,-50.1041822
Dra. Bianca Zuber | Harmonização Facial | Campo Largo,"R. Gonçalves Dias, 1189 - Sala 7 - Centro, Campo Largo - PR, 83601-140",wa.me,(41) 99159-4558,,5.0,-25.461133,-50.1041822
DR AUGUSTO - Dentista em Campo Largo,"R. Centenário, 2006 - Centro, Campo Largo - PR, 83601-000",,(41) 3392-3425,,4.0,-25.461133,-50.1041822
Oral Sin Implantes Campo Largo,"R. Xavier da Silva, 1149 - Centro, Campo Largo - PR, 83601-010",,(41) 99992-4840,,4.2,-25.461133,-50.1041822
Odonto Excellence,"Av. Padre Natal Pigato, 260 - Vila Bancaria, Campo Largo - PR, 83601-630",odontoexcellence.com.br,(41) 99102-3347,,3.1,-25.461133,-50.1041822
Dr. Allysson Rossoni | Dentista em Campo Largo,"Av. Des. Clotário Portugal, 899 - sala 05 - Centro, Campo Largo - PR, 83601-320",rotainove.com.br,(41) 98730-2502,,5.0,-25.461133,-50.1041822
DSP Oral Clinic,"R. Castro Alves, 62 - Vila Bancaria, Campo Largo - PR, 83601-620",,(41) 98481-0747,,5.0,-25.461133,-50.1041822
Clínica Odontológica Gisele Torres,"Av. Porcelana, 477 - Vila Itaqui, Campo Largo - PR, 83604-200",,(41) 3399-3103,,4.3,-25.461133,-50.1041822
Dra. Suellen Beraldo | Harmonização e Rejuvenescimento Facial,"R. Xavier da Silva, 990 - sala 08 - Centro, Campo Largo - PR, 83601-010",linktr.ee,(41) 98471-5230,,5.0,-25.461133,-50.1041822
Inthegra Odontologia e bem estar,"R. xv de Novembro, 3180 - Centro, Campo Largo - PR, 83601-030",,(41) 3292-5202,,4.9,-25.461133,-50.1041822
Simioni Odontologia,"R. Oswaldo Cruz, 1575 - sala 2 - Centro, Campo Largo - PR, 83601-150",odontologiasimioni.com.br,(41) 98828-6068,,5.0,-25.461133,-50.1041822
Dra Janaina Heymovski,"Avenida Vereador Arlindo Chemin 50, sl 111 - Centro, Campo Largo - PR, 83601-070",,(41) 99599-3104,,4.7,-25.461133,-50.1041822
Conceitto Odontologia,"R. xv de Novembro, 2381 - Centro, Campo Largo - PR, 83601-030",instagram.com,(41) 3292-5821,,4.5,-25.461133,-50.1041822
Odontologia Torres Andreassa,"R. Pedro Sovierzoski, 478 - Vila Operaria, Campo Largo - PR, 83601-360",,(41) 3032-1022,,5.0,-25.461133,-50.1041822
"Dra. Monique First, Dentista","R. Dom Pedro II, 1357 - Centro, Campo Largo - PR, 83601-160",doctoralia.com.br,,,5.0,-25.461133,-50.1041822
Dra Alaina Baroni Rivabem,"R. xv de Novembro, 3180 - Centro, Campo Largo - PR, 83601-030",,(41) 3292-5202,,5.0,-25.461133,-50.1041822
Campo Largo Radiologia Odontológica,"R. Xavier da Silva, 780 - Loja 04 - Centro, Campo Largo - PR, 83601-000",rocl.com.br,(41) 3032-4988,,4.8,-25.461133,-50.1041822
Leal Ribeiro Odontologia Especializada,"R. Rodolfo Castagnoli, 1082 - Centro, Campo Largo - PR, 83601-080",,(41) 99660-1213,,5.0,-25.461133,-50.1041822
Dra Anaila Baroni Cirurgiã Dentista,"R. xv de Novembro, 3180 - Centro, Campo Largo - PR, 83601-030",,(41) 3292-5202,,5.0,-25.461133,-50.1041822
IN FACE CENTRO DE ESTETICA ORAL E FACIAL,"R. Barão do Rio Branco, 1410 - Centro, Campo Largo - PR, 83601-180",,(41) 3032-2794,,4.7,-25.461133,-50.1041822
Odontologia Bora,"R. Mal. Deodoro, 947 - Centro, Campo Largo - PR, 83601-020",,(41) 3292-1330,,5.0,-25.461133,-50.1041822
Odontologia Ortobom Campo Largo,"Av: Desembargador Clotário Portugal, 899 - Ed. Antares, Sala 16 - Centro, Campo Largo - PR, 83601-320",,(41) 98738-9922,,5.0,-25.461133,-50.1041822
AmorSaúde Campo Largo,"Rua: Rocha Pombo, 1055 - Centro, Campo Largo - PR, 83601-350",amorsaude.com.br,(41) 3405-4090,,4.7,-25.461133,-50.1041822
CONSULTÓRIO DE ODONTOLOGIA,"N°9698 - R. Mato Grosso - Ferraria, Campo Largo - PR, 83608-640",,(41) 98740-8448,,5.0,-25.461133,-50.1041822
Oral Odontologia Alcance,"R. Mal. Deodoro, 222 - 2 - Centro, Campo Largo - PR, 83601-020",,(41) 3392-4000,,,-25.461133,-50.1041822
Consultório Odontológico Percival Company,"R. xv de Novembro, 2522 - Centro, Campo Largo - PR, 83601-030",instagram.com,(41) 3393-4212,,4.4,-25.461133,-50.1041822
SilClin Odontologia e Estética,"R. Caetano Munhoz da Rocha, 475 - Ouro Verde, Campo Largo - PR, 83606-260",instagram.com,(41) 99894-4720,,5.0,-25.461133,-50.1041822
Brilhe Odontologia,"R. Mal. Deodoro, 80 - Centro, Campo Largo - PR, 83601-020",,(41) 99241-2151,,,-25.461133,-50.1041822
Consultório Odontológico Dr Gustavo e Fernando S Depieri,"R. Xavier da Silva, 990 - Centro, Campo Largo - PR, 83601-010",,(41) 3292-6547,,2.0,-25.461133,-50.1041822
Ideal Clin Odontologia,"R. Eng. Tourinho, 1099 - Centro, Campo Largo - PR, 83607-140",,(41) 99153-3224,,5.0,-25.461133,-50.1041822
Clínica odontológica Dra Solange Piasecki,"1450, R. Xavier da Silva, 08 - Centro, Campo Largo - PR, 83601-010",,(41) 3150-3743,,5.0,-25.461133,-50.1041822
Dra Kelly Prokopowiski Odontologia,"R. Mal. Deodoro, 1509 - Centro, Campo Largo - PR, 83601-020",,(41) 99539-7549,,5.0,-25.461133,-50.1041822
Dra. Karine Pechebovicz | Odontologia,"R. Quintino Bocaiúva, 1104 - Centro, Campo Largo - PR, 83601-210",instagram.com,(41) 99671-9231,,5.0,-25.461133,-50.1041822
VL Odontologia e Bem Estar,"R. Mato Grosso, 10020 - Vila Gilcy, Campo Largo - PR, 83609-130",,(41) 99534-8116,,5.0,-25.461133,-50.1041822
Dra. Daniele Vitória Portella - Odontopediatria,"R. Sete de Setembro, 1275 - Centro, Campo Largo - PR, 83601-170",,(41) 98771-2372,,5.0,-25.461133,-50.1041822
Consutório Odontológico Dra. Camila Gumiela,"R. Eng. Tourinho, 1542 - Centro, Campo Largo - PR, 83607-140",,(41) 99748-1237,,5.0,-25.461133,-50.1041822
Implantodontia no Brasil,"R. Mal. Floriano Peixoto, 303 - Lot. Ouro Verde I, Campo Largo - PR, 83606-200",dspbiomedical.com.br,(41) 3291-2200,,,-25.461133,-50.1041822
ORAL PRIME,"Rua Ademar de Barros - Lot. Sao Geronimo, Campo Largo - PR, 83606-000",facebook.com,,,,-25.461133,-50.1041822
DSP Biomedical,"R. Mal. Floriano Peixoto, 303 - Ouro Verde II, Campo Largo - PR, 83606-200",dspbiomedical.com,0800 600 8866,,4.5,-25.461133,-50.1041822
Rc Odontologia Integrada,"Av. Ver. Toaldo Túlio, 2660 - Lojas 01 e 02 - São Braz, Curitiba - PR, 82300-332",rcodontologiaintegrada.com.br,(41) 99806-9893,,5.0,-25.461133,-50.1041822
RODES odontologia,"R. Generoso Marquês, 1493 - Centro, Campo Largo - PR, 83601-050",,(41) 3392-4227,,5.0,-25.461133,-50.1041822
Novaklin Odontologia,"R. Monsenhor Aluísio Domanski, 143 - sala 09 - Centro, Campo Largo - PR, 83601-200",,(41) 99127-0253,,,-25.461133,-50.1041822
CN Clínica Odontológica,"R. xv de Novembro, 2085 - Centro, Campo Largo - PR, 83601-030",,(41) 98484-2400,,5.0,-25.461133,-50.1041822
Dra Julia Brill - Odontopediatra,"R. Centenário, 2401 - Centro, Campo Largo - PR, 83601-000",instagram.com,(41) 99117-5910,,5.0,-25.461133,-50.1041822
ZD Odontologia Especializada,"R. Manoel Ribas, 77 - Vila Bancaria, Campo Largo - PR, 83601-620",,(41) 99685-1580,,5.0,-25.461133,-50.1041822
Drª Marina Benato Consultório Odontológico,"R. Xavier da Silva, 702 - Centro, Campo Largo - PR, 83601-010",facebook.com,(41) 3392-2559,,5.0,-25.461133,-50.1041822
DENTISTAS - ODONTOLOGIA Adultos e Crianças,"R. Xavier da Silva, 1679 - Centro, Campo Largo - PR, 83601-010",,(41) 3292-6754,,5.0,-25.461133,-50.1041822
Consultorio Odontologico Dra Paula Lannes Bianchi,"Centro.Edificio Ivo - Rua Gonçalves Dias, R. Américo Zanlorenzi, 1221 - Sala 102 - Centro, Campo Largo - PR, 83601-000",,(41) 99223-8585,,5.0,-25.461133,-50.1041822
Bruna Cassiele Implantes dentarios,"Rua romualdo portugal 1891 piso superior, Campo Largo - PR, 83601-370",,(41) 98843-2221,,,-25.461133,-50.1041822
Dr. Fábio M. Berté | Implante Dentário Campo Largo,"R. Pedro Sovierzoski, 478 - Vila Operaria, Campo Largo - PR, 83601-360",,(41) 3032-1022,,5.0,-25.461133,-50.1041822
Consultório Odontológico Dr Ildo Francisco Gozzo,"R. Mal. Deodoro, 66 - Centro, Campo Largo - PR, 83601-020",,(41) 99241-2151,,,-25.461133,-50.1041822
Odontologia Integrativa,"R. Monsenhor Aluísio Domanski, 143 - sala 15 - Centro, Campo Largo - PR, 83601-200",instagram.com,(41) 99161-8262,,,-25.461133,-50.1041822
Odontologia Clínica PM S/S Ltda,"R. Poços de Caldas, 3667 - Jardim Rivabem, Campo Largo - PR, 83605-620",,(41) 3032-2770,,,-25.461133,-50.1041822
"Global Odonto, Saúde Bucal e Bem Estar","R. Xavier da Silva, 1202 - Centro, Campo Largo - PR, 83601-010",,,,,-25.461133,-50.1041822
Centro de Tratamento de Canal Dra. Monique First,"R. Dom Pedro II, 1357 - Centro, Campo Largo - PR, 83601-160",,(41) 3292-9999,,,-25.461133,-50.1041822
Clínica Glinka,"R. Xavier da Silva, 930 - Centro, Campo Largo - PR, 83601-010",,(41) 3292-2614,,4.6,-25.461133,-50.1041822
Dentista Rafaeli Sousa Odontologia e Medicina,"R. Monsenhor Aluísio Domanski, 631 - Centro, Campo Largo - PR, 83601-200",instagram.com,(41) 3810-1707,,,-25.461133,-50.1041822
Clinica Odonto Fercho,"R. Gonçalves Dias, 1234 - Centro, Campo Largo - PR, 83601-130",instagram.com,(41) 99862-1536,,5.0,-25.461133,-50.1041822
Ortho Clean Odontologia,"Av. Des. Clotário Portugal, 02 - Centro, Campo Largo - PR, 83601-320",,(41) 3085-4666,,4.0,-25.461133,-50.1041822
FC Doctor - Dental Clinical,"Edifício Ilhas Palm - R. Eng. Tourinho, 1091 - Terceiro Andar - sala 303 - Centro, Campo Largo - PR, 83601-190",instagram.com,(41) 3292-2118,,5.0,-25.461133,-50.1041822
Bio Doctor S-Centro Odontológico,"Av. Bom Jesus, 123 - Rondinha, Campo Largo - PR, 83600-000",,(41) 3032-7720,,,-25.461133,-50.1041822
Consultório Odontológico Germano Weber,"R. Oswaldo Cruz, 1021 - Centro, Campo Largo - PR, 83601-150",,(41) 3392-1094,,,-25.461133,-50.1041822
Dinah Viesser,"R. Xavier da Silva, 896 - Centro, Campo Largo - PR, 83601-010",,(41) 3292-8477,,4.9,-25.461133,-50.1041822
Odontologia,"R. Xavier da Silva, 1044 - Centro, Campo Largo - PR, 83601-010",,,,,-25.461133,-50.1041822
Unioralmed Clínica,"Av. Des. Clotário Portugal, 111 - Centro, Campo Largo - PR, 83601-320",,(41) 3393-1469,,4.1,-25.461133,-50.1041822
Consultório Odontológico Letícia Tays Fedalto,"R. Dom Pedro II, 2966 - Centro, Campo Largo - PR, 83601-160",,(41) 99943-2428,,4.6,-25.461133,-50.1041822
Sayuri Clínica e Estética Odontológica Ltda.,"Centro, Campo Largo - PR, 83601-200",,,,,-25.461133,-50.1041822
Dra Suellen Ferraz Consultório Odontológico,"R. Sete de Setembro, 1217 - Centro, Campo Largo - PR, 83601-170",instagram.com,(41) 99859-8390,,,-25.461133,-50.1041822
Odontomalca Odontologia,"R. Domingos Cordeiro, 697 - Centro, Campo Largo - PR, 83601-120",,(41) 3292-2990,,,-25.461133,-50.1041822
Instituto Christian Andrade,"Av. Silva Jardim, 2522 - Batel, Curitiba - PR, 80420-020",christianandrade.com.br,(41) 3030-3010,,4.9,-25.461133,-50.1041822
Fama Odonto,"R. Prof. João Soares Barcelos, 2598 - Boqueirão, Curitiba - PR, 81640-080",,(41) 99642-6483,,5.0,-25.461133,-50.1041822
Dra Anna Galarda - Harmonização Facial e Odontologia,"R. Barão do Rio Branco, 1374 - Sala 07 - Centro, Campo Largo - PR, 83601-180",annagalarda.com.br,(41) 99927-2234,,,-25.461133,-50.1041822
Bio Doctor S-Centro Odontológico,"Av. Ver. Arlíndo Chemim, 1211 - Centro, Campo Largo - PR, 83601-410",,(41) 3032-1620,,,-25.461133,-50.1041822
SOLUMEDI CAMPO LARGO,"R. Oswaldo Cruz, 1206B - Centro, Campo Largo - PR, 83601-150",solumedi.com.br,(41) 3032-2525,,4.1,-25.461133,-50.1041822
Odontologia Dr Jefferson,"R. Xavier da Silva, 1433 - Centro, Campo Largo - PR, 83601-010",,(41) 3392-4164,,4.4,-25.461133,-50.1041822
Amor Saúde odontologia,"Rua Rocha Pombo, 1055 - Centro, Campo Largo - PR, 83601-350",amorsaude.com.br,,,,-25.461133,-50.1041822
MedVita Saúde Campo Largo - Centro,"R. Xavier da Silva, 1196 - Centro, Campo Largo - PR, 83601-010",medvitasaude.com,(41) 99556-9333,,5.0,-25.461133,-50.1041822
CICLO - Clínica Integrada de Campo Largo,"R. Rui Barbosa, 868 - Centro, Campo Largo - PR, 83601-140",,(41) 3032-2244,,3.8,-25.461133,-50.1041822
Cícero Vieira Torres Neto,"R. Xavier da Silva, 1591 - Centro, Campo Largo - PR, 83601-010",cedaccampolargo.com.br,(43) 99914-6936,,,-25.461133,-50.1041822
São Camilo Centro Médico,"R. Barão do Rio Branco, 979 - Centro, Campo Largo - PR, 83601-180",saocamilocm.com.br,(41) 3032-5020,,4.2,-25.461133,-50.1041822
Kelli Freitas - Ortodontia e Clinica Geral,"R. Prof. João Falarz, 719 - Sala 01 e 02 - Orleans, Curitiba - PR, 81280-080",instagram.com,(41) 3285-5845,,5.0,-25.461133,-50.1041822
Odonto Brasil Prime,"R. Ubaldino do Amaral, 26 - Alto da Glória, Curitiba - PR, 80060-195",redeodontobrasil.com.br,(41) 3512-3200,,4.5,-25.461133,-50.1041822
Clínica Simões Odontologia,"R. Pedro Sovierzoski - Vila Operaria, Campo Largo - PR, 83601-360",,,,,-25.461133,-50.1041822
Clínica de Ortodontia Alcance,"Av. Des. Clotário Portugal, 680 - Centro, Campo Largo - PR, 83602-027",,(41) 3032-2430,,2.0,-25.461133,-50.1041822
Odontologia São Cristóvão,"R. Xavier da Silva, 1705 - Centro, Campo Largo - PR, 83601-010",facebook.com,(41) 99219-2348,,,-25.461133,-50.1041822
PODES ODONTOLOGIA,"R. Generoso Marquês, 1489 - Centro, Campo Largo - PR, 83601-050",,,,,-25.461133,-50.1041822
Andreassa Coutinho Odontologia e Fisioterapia,"R. Prof. João Batista Vallões, Valões, 715 - Vila Operaria, Campo Largo - PR, 83601-110",,(41) 98451-7307,,,-25.461133,-50.1041822
Royal lab (Prótese odontológica),"R. Germano Aleixo, 375 - Vila Torres I, Campo Largo - PR, 83609-530",facebook.com,,,5.0,-25.461133,-50.1041822
ProSorriso Odontologia,"R. Xavier da Silva, 910 - Centro, Campo Largo - PR, 83601-010",,,,,-25.461133,-50.1041822
Centro Integrado de Odontologia e Fisioterapia,"R. Barão do Rio Branco, 1115 - Centro, Campo Largo - PR, 83606-040",,(41) 3032-3933,,,-25.461133,-50.1041822
Clinicamp Assistência Médica,"R. Mal. Deodoro, 65 - Centro, Campo Largo - PR, 83601-020",,(41) 3032-2339,,2.7,-25.461133,-50.1041822
